genus,species,fangs,toxicity,rating,common name
Dendrophidion,crybelum,rear-fanged,unclear toxicity,???,Costa Rican Barred Forest Racer
Dendrophidion,dendrophis,rear-fanged,unclear toxicity,???,Olive Forest Racer
Dendrophidion,graciliverpa,rear-fanged,unclear toxicity,???,El Oro Forest Racer
Dendrophidion,nuchale,rear-fanged,unclear toxicity,???,Peters' Forest Racer
Dendrophidion,paucicarinatum,rear-fanged,unclear toxicity,???,Cope's Forest Racer
Dendrophidion,percarinatum,rear-fanged,unclear toxicity,???,South American Forest Racer
Dendrophidion,prolixum,rear-fanged,unclear toxicity,???,Cauca Forest Racer
Dendrophidion,rufiterminorum,rear-fanged,unclear toxicity,???,Northern Black naped Forest Racer
Dendrophidion,vinitor,rear-fanged,unclear toxicity,???,Barred Forest Racer
Dipsadoboa,aulica,rear-fanged,venomous,harmful bite,Cross barred Snake
Dipsadoboa,brevirostris,rear-fanged,unclear toxicity,???,Short head Rear fanged Tree Snake
Dipsadoboa,duchesnii,rear-fanged,unclear toxicity,???,Blue tailed Nocturnal Tree Snake
Dipsadoboa,flavida,rear-fanged,unclear toxicity,???,Northern Marbled Nocturnal Tree Snake
Dipsadoboa,shrevei,rear-fanged,unclear toxicity,???,Shreve's Nocturnal Tree Snake
Dipsadoboa,underwoodi,rear-fanged,unclear toxicity,???,Underwood's Nocturnal Tree Snake
Dipsadoboa,unicolor,rear-fanged,unclear toxicity,???,Günther's Green Tree Snake
Dipsadoboa,viridis,rear-fanged,unclear toxicity,???,Gracile Nocturnal Tree Snake
Dipsadoboa,weileri,rear-fanged,unclear toxicity,???,Weiler's Tree Snake
Dipsadoboa,werneri,rear-fanged,unclear toxicity,???,Werner's Green Tree Snake
Dispholidus,typus,rear-fanged,venomous,very dangerous bite,Boomslang
Dolichophis,caspius,rear-fanged,venomous,unclear dangerousness,Caspian whip snake
Dolichophis,cypriensis,rear-fanged,venomous,unclear dangerousness,Cyprus Whip Snake
Dolichophis,jugularis,rear-fanged,venomous,unclear dangerousness,Large whip snake
Dolichophis,schmidti,rear-fanged,venomous,unclear dangerousness,Schmidt's whip snake
Drymarchon,caudomaculatus,rear-fanged,unclear toxicity,???,Spot tailed Cribo
Drymarchon,corais,rear-fanged,unclear toxicity,???,Blacktail indigo snake
Drymarchon,couperi,rear-fanged,unclear toxicity,???,Gopher Snake
Drymarchon,kolpobasileus,rear-fanged,unclear toxicity,???,Gulf Coast Indigo Snake
Drymarchon,margaritae,rear-fanged,unclear toxicity,???,Margarita Indigo Snake
Drymarchon,melanurus,rear-fanged,unclear toxicity,???,Blacktail Cribo
Drymobius,chloroticus,rear-fanged,unclear toxicity,???,Green Highland Racer
Drymobius,margaritiferus,rear-fanged,venomous,unclear dangerousness,Northern Speckled Racer
Drymobius,melanotropis,rear-fanged,unclear toxicity,???,Black Forest Racer
Drymobius,rhombifer,rear-fanged,unclear toxicity,???,Esmarald Racer
Drymoluber,apurimacensis,rear-fanged,unclear toxicity,???,Apurímac Woodland Racer
Drymoluber,brazili,rear-fanged,unclear toxicity,???,Brazilian Woodland Racer
Drymoluber,dichrous,rear-fanged,unclear toxicity,???,Northern Woodland Racer
Dryocalamus,davisonii,rear-fanged,unclear toxicity,???,Common Bridle Snake
Dryocalamus,gracilis,rear-fanged,unclear toxicity,???,Scarce Bridal Snake
Dryocalamus,nympha,rear-fanged,unclear toxicity,???,Vellore Bridal Snake
Dryocalamus,philippinus,rear-fanged,unclear toxicity,???,Philippine Dryocalamus
Dryocalamus,subannulatus,rear-fanged,unclear toxicity,???,Malayan Bridal Snake
Dryocalamus,tristrigatus,rear-fanged,unclear toxicity,???,Three Banded Bridled Snake
Dryophiops,philippina,rear-fanged,unclear toxicity,???,Philippine Whip Snake
Dryophiops,rubescens,rear-fanged,unclear toxicity,???,Brown Whip Snake
Eirenis,africanus,rear-fanged,unclear toxicity,???,African Dwarf Snake
Eirenis,aurolineatus,rear-fanged,unclear toxicity,???,Golden striped Dwarf Snake
Eirenis,barani,rear-fanged,unclear toxicity,???,Baran Dwarf Racer
Eirenis,collaris,rear-fanged,unclear toxicity,???,Collared Dwarf Racer
Eirenis,coronella,rear-fanged,unclear toxicity,???,Crowned Dwarf Racer
Eirenis,coronelloides,rear-fanged,unclear toxicity,???,Sinai Dwarf Racer
Eirenis,decemlineatus,rear-fanged,unclear toxicity,???,Narrow striped Dwarf Snake
Eirenis,eiselti,rear-fanged,unclear toxicity,???,Eiselt's Dwarf Racer
Eirenis,hakkariensis,rear-fanged,unclear toxicity,???,Hakkari Zwergnatter
Eirenis,kermanensis,rear-fanged,unclear toxicity,???,Kerman Dwarf Snake
Eirenis,levantinus,rear-fanged,unclear toxicity,???,Asia Minor Dwarf Racer
Eirenis,lineomaculatus,rear-fanged,unclear toxicity,???,Spotted line Dwarf Snake
Eirenis,medus,rear-fanged,unclear toxicity,???,Ashkhabad dwarf racer
Eirenis,modestus,rear-fanged,unclear toxicity,???,Asia Minor Dwarf Racer
Eirenis,occidentalis,rear-fanged,unclear toxicity,???,Western dwarf racer
Eirenis,persicus,rear-fanged,unclear toxicity,???,Dark headed Dwarf Racer
Eirenis,punctatolineatus,rear-fanged,unclear toxicity,???,Dotted Dwarf Racer
Eirenis,rechingeri,rear-fanged,unclear toxicity,???,Iranian Dwarf Snake
Eirenis,rothii,rear-fanged,unclear toxicity,???,Roth's Dwarf Racer
Eirenis,thospitis,rear-fanged,unclear toxicity,???,Thuspa Zwergnatter
Elachistodon,westermanni,rear-fanged,unclear toxicity,???,Indian Egg eating Snake
Elaphe,anomala,rear-fanged,unclear toxicity,???,Amur rat snake
Elaphe,bimaculata,rear-fanged,unclear toxicity,???,Twin spotted rat snake
Elaphe,cantoris,rear-fanged,unclear toxicity,???,Eastern Trinket Snake
Elaphe,carinata,rear-fanged,unclear toxicity,???,King rat snake
Elaphe,climacophora,rear-fanged,venomous,harmful bite,Japanese rat snake
Elaphe,davidi,rear-fanged,unclear toxicity,???,Pere David's Rat Snake
Elaphe,dione,rear-fanged,unclear toxicity,???,Dione rat snake
Elaphe,hodgsoni,rear-fanged,unclear toxicity,???,Himalayan Trinket
Elaphe,moellendorffi,rear-fanged,unclear toxicity,???,Flower Snake
Elaphe,quadrivirgata,rear-fanged,unclear toxicity,???,Japanese striped snake
Elaphe,quatuorlineata,rear-fanged,unclear toxicity,???,Four lined snake
Elaphe,sauromates,rear-fanged,unclear toxicity,???,East four lined rat snake
Elaphe,schrenckii,rear-fanged,unclear toxicity,???,Amur rat snake
Elaphe,taeniura,rear-fanged,unclear toxicity,???,Beauty Snake
Elaphe,zoigeensis,rear-fanged,unclear toxicity,???,Zoige rat snake
Euprepiophis,conspicillata,rear-fanged,unclear toxicity,???,Burrowing Rat snake
Euprepiophis,mandarinus,rear-fanged,unclear toxicity,???,Mandarin Trinket Snake
Euprepiophis,perlacea,rear-fanged,unclear toxicity,???,Pearl banded Rat Snake
Ficimia,hardyi,rear-fanged,unclear toxicity,???,Hardy's Hook nosed Snake
Ficimia,olivacea,rear-fanged,unclear toxicity,???,Mexican Hook nosed Snake
Ficimia,publia,rear-fanged,unclear toxicity,???,Blotched Hooknose Snake
Ficimia,ramirezi,rear-fanged,unclear toxicity,???,Ramirez's Hooknose Snake
Ficimia,ruspator,rear-fanged,unclear toxicity,???,Guerreran Hooknose Snake
Ficimia,streckeri,rear-fanged,unclear toxicity,???,Mexican Hooknose Snake
Ficimia,variegata,rear-fanged,unclear toxicity,???,Tehuantepec Hooknose Snake
Geagras,redimitus,rear-fanged,unclear toxicity,???,Tehuantepec Striped Snake
Gonyosoma,boulengeri,rear-fanged,unclear toxicity,???,Rhinoceros Snake
Gonyosoma,frenatum,rear-fanged,unclear toxicity,???,Khasi Hills Rat Snake
Gonyosoma,jansenii,rear-fanged,unclear toxicity,???,Celebes Black tailed Rat snake
Gonyosoma,margaritatum,rear-fanged,unclear toxicity,???,Rainbow Tree Snake
Gonyosoma,oxycephalum,rear-fanged,unclear toxicity,???,Red tailed Green rat snake
Gonyosoma,prasinum,rear-fanged,unclear toxicity,???,Green Trinket Snake
Gyalopion,canum,rear-fanged,unclear toxicity,???,Western Hooknose Snake
Gyalopion,quadrangulare,rear-fanged,unclear toxicity,???,Desert Hooknose Snake
Hapsidophrys,lineatus,rear-fanged,unclear toxicity,???,Black lined Green Snake
Hapsidophrys,principis,rear-fanged,unclear toxicity,???,Principe Green Snake
Hapsidophrys,smaragdinus,rear-fanged,unclear toxicity,???,Emerald Snake
Hemerophis,socotrae,rear-fanged,unclear toxicity,???,Socotran Racer
Hemorrhois,algirus,rear-fanged,unclear toxicity,???,Algerian Whip Snake
Hemorrhois,hippocrepis,rear-fanged,unclear toxicity,???,Horseshoe Whip Snake
Hemorrhois,nummifer,rear-fanged,unclear toxicity,???,Asian Racer
Hemorrhois,ravergieri,rear-fanged,venomous,harmful bite,Spotted Wipe Snake
Hierophis,andreanus,rear-fanged,unclear toxicity,???,Andreas’ Racer
Hierophis,gemonensis,rear-fanged,unclear toxicity,???,Balkan Whip Snake
Hierophis,viridiflavus,rear-fanged,unclear toxicity,???,Green whip snake
Lampropeltis,abnorma,rear-fanged,unclear toxicity,???,Honduras Dreiecksnatter
Lampropeltis,alterna,rear-fanged,unclear toxicity,???,Grey banded Kingsnake
Lampropeltis,annulata,rear-fanged,unclear toxicity,???,Mexican Milksnake
Lampropeltis,californiae,rear-fanged,unclear toxicity,???,California Kingsnake
Lampropeltis,calligaster,rear-fanged,unclear toxicity,???,Prairie Kingsnake
Lampropeltis,catalinensis,rear-fanged,unclear toxicity,???,Santa Catalina kingsnake
Lampropeltis,elapsoides,rear-fanged,unclear toxicity,???,Scarlet Milksnake
Lampropeltis,extenuata,rear-fanged,unclear toxicity,???,Short tailed snake
Lampropeltis,gentilis,rear-fanged,unclear toxicity,???,Mexican Milksnake
Lampropeltis,getula,rear-fanged,unclear toxicity,???,Common Kingsnake
Lampropeltis,holbrooki,rear-fanged,unclear toxicity,???,Speckled Kingsnake
Lampropeltis,knoblochi,rear-fanged,unclear toxicity,???,Chihuahuan Mountain Kingsnake
Lampropeltis,mexicana,rear-fanged,unclear toxicity,???,Mexican Kingsnake
Lampropeltis,micropholis,rear-fanged,unclear toxicity,???,Ecuadorian Milksnake
Lampropeltis,nigra,rear-fanged,unclear toxicity,???,Black Kingsnake
Lampropeltis,polyzona,rear-fanged,unclear toxicity,???,Atlantic Central American Milksnake
Lampropeltis,pyromelana,rear-fanged,unclear toxicity,???,Sonoran Mountain Kingsnake
Lampropeltis,ruthveni,rear-fanged,unclear toxicity,???,Ruthvens Kingsnake
Lampropeltis,splendida,rear-fanged,unclear toxicity,???,Desert Kingsnake
Lampropeltis,triangulum,rear-fanged,unclear toxicity,???,Eastern milksnake
Lampropeltis,webbi,rear-fanged,unclear toxicity,???,Sinaloan Mountain King Snake
Lampropeltis,zonata,rear-fanged,unclear toxicity,???,California Mountain Kingsnake
Leptodrymus,pulcherrimus,rear-fanged,unclear toxicity,???,Striped Lowland Snake
Leptophis,ahaetulla,rear-fanged,venomous,harmful bite,Giant Parrot Snake
Leptophis,coeruleodorsus,rear-fanged,unclear toxicity,???,Oliver’s parrot snake
Leptophis,cupreus,rear-fanged,unclear toxicity,???,Copper Parrot Snake
Leptophis,depressirostris,rear-fanged,unclear toxicity,???,Cope's Parrot Snake
Leptophis,diplotropis,rear-fanged,venomous,harmful bite,Pacific Coast Parrot Snake
Leptophis,haileyi,rear-fanged,unclear toxicity,???,Tobago parrot snake
Leptophis,mexicanus,rear-fanged,unclear toxicity,???,Mexican Parrot Snake
Leptophis,modestus,rear-fanged,unclear toxicity,???,Cloud Forest Parrot Snake
Leptophis,nebulosus,rear-fanged,unclear toxicity,???,Oliver's Parrot Snake
Leptophis,riveti,rear-fanged,unclear toxicity,???,Despax's Parrot Snake
Leptophis,stimsoni,rear-fanged,unclear toxicity,???,Gray Lora
Lepturophis,albofuscus,rear-fanged,unclear toxicity,???,Dark Wolf Snake
Limnophis,bangweolicus,rear-fanged,unclear toxicity,???,Eastern Striped Swamp Snake
Limnophis,bicolor,rear-fanged,unclear toxicity,???,Bicolored Swamp Snake
Liopeltis,calamaria,rear-fanged,unclear toxicity,???,Calamaria Reed Snake
Liopeltis,frenatus,rear-fanged,unclear toxicity,???,Günther's Reed Snake
Liopeltis,philippinus,rear-fanged,unclear toxicity,???,Philippine Liopeltine Snake
Liopeltis,rappi,rear-fanged,unclear toxicity,???,Himalayan stripe necked snake
Liopeltis,stoliczkae,rear-fanged,unclear toxicity,???,Stoliczka's Ringneck
Liopeltis,tricolor,rear-fanged,unclear toxicity,???,Malayan Ringneck
Lycodon,alcalai,rear-fanged,unclear toxicity,???,Alcala's Wolf Snake
Lycodon,aulicus,rear-fanged,unclear toxicity,???,Indian Wolf Snake
Lycodon,bibonius,rear-fanged,unclear toxicity,???,Ota's Wolf Snake
Lycodon,butleri,rear-fanged,unclear toxicity,???,Butler's Wolf Snake
Lycodon,capucinus,rear-fanged,unclear toxicity,???,Common Wolf Snake
Lycodon,cardamomensis,rear-fanged,unclear toxicity,???,Cardamom Mountains Wolf Snake
Lycodon,carinatus,rear-fanged,unclear toxicity,???,Ceylon Wolf Snake
Lycodon,cavernicolus,rear-fanged,unclear toxicity,???,Gua Wang Burma Wolf Snake
Lycodon,chrysoprateros,rear-fanged,unclear toxicity,???,Ross' Wolf Snake
Lycodon,davidi,rear-fanged,unclear toxicity,???,David’s Wolf Snake
Lycodon,dumerilii,rear-fanged,unclear toxicity,???,Duméril's Wolf Snake
Lycodon,effraenis,rear-fanged,unclear toxicity,???,Brown Wolf Snake
Lycodon,fasciatus,rear-fanged,unclear toxicity,???,Banded Wolf Snake
Lycodon,fausti,rear-fanged,unclear toxicity,???,Faust’s Wolf Snake
Lycodon,ferroni,rear-fanged,unclear toxicity,???,Ferron's Wolf tooth snake
Lycodon,flavicollis,rear-fanged,unclear toxicity,???,Yellow collared wolf snake
Lycodon,flavomaculatus,rear-fanged,unclear toxicity,???,Yellow spotted Wolf Snake
Lycodon,flavozonatus,rear-fanged,unclear toxicity,???,Yellow banded wolf snake
Lycodon,futsingensis,rear-fanged,unclear toxicity,???,Futsing Wolf Snake
Lycodon,gammiei,rear-fanged,unclear toxicity,???,Gammie's wolf snake
Lycodon,gongshan,rear-fanged,unclear toxicity,???,ChinesGongshan Baihuanshe
Lycodon,hypsirhinoides,rear-fanged,unclear toxicity,???,Andaman Wolf Snake
Lycodon,jara,rear-fanged,unclear toxicity,???,Twin spotted Wolf Snake
Lycodon,kundui,rear-fanged,unclear toxicity,???,Kundu's Wolf Snake
Lycodon,laoensis,rear-fanged,unclear toxicity,???,Laotian Wolf Snake
Lycodon,liuchengchaoi,rear-fanged,unclear toxicity,???,Tangjiahe Wolf Snake
Lycodon,mackinnoni,rear-fanged,unclear toxicity,???,Mackinnon's Wolf Snake
Lycodon,meridionale,rear-fanged,unclear toxicity,???,Vietnamese large toothed snake
Lycodon,muelleri,rear-fanged,unclear toxicity,???,Müller’s Wolf Snake
Lycodon,multifasciatus,rear-fanged,unclear toxicity,???,Ryukyu Mountain Wolf Snake
Lycodon,multizonatus,rear-fanged,unclear toxicity,???,Luding Kukri Snake
Lycodon,ophiophagus,rear-fanged,unclear toxicity,???,Snake Eater Wolf Snake
Lycodon,orientalis,rear-fanged,unclear toxicity,???,Oriental odd tooth snake
Lycodon,osmanhilli,rear-fanged,unclear toxicity,???,Colombo Wolf Snake
Lycodon,paucifasciatus,rear-fanged,unclear toxicity,???,Rendahl's Wolf Snake
Lycodon,rosozonatus,rear-fanged,unclear toxicity,???,Rose big tooth snake
Lycodon,rufozonatus,rear-fanged,unclear toxicity,???,Red banded odd toothed snake
Lycodon,ruhstrati,rear-fanged,unclear toxicity,???,Formosa Wolf Snake
Lycodon,semicarinatus,rear-fanged,unclear toxicity,???,Loo Choo Big tooth Snake
Lycodon,septentrionalis,rear-fanged,unclear toxicity,???,White banded wolf snake
Lycodon,sidiki,rear-fanged,unclear toxicity,???,Sidik's wolf snake
Lycodon,solivagus,rear-fanged,unclear toxicity,???,Common Wolf Snake
Lycodon,stormi,rear-fanged,unclear toxicity,???,Sulawesi Wolf Snake
Lycodon,striatus,rear-fanged,unclear toxicity,???,Barred Wolf Snake
Lycodon,subcinctus,rear-fanged,unclear toxicity,???,Malayan Banded Wolf Snake
Lycodon,synaptor,rear-fanged,unclear toxicity,???,Boehme’s wolf Snake
Lycodon,tessellatus,rear-fanged,unclear toxicity,???,Manila Wolf Snake
Lycodon,tiwarii,rear-fanged,unclear toxicity,???,Andaman Wolf Snake
Lycodon,travancoricus,rear-fanged,unclear toxicity,???,Travancore Wolf Snake
Lycodon,zawi,rear-fanged,unclear toxicity,???,Zaw's Wolf Snake
Lycodon,zoosvictoriae,rear-fanged,unclear toxicity,???,Zoos Victoria’s Wolf Snake
Lytorhynchus,diadema,rear-fanged,unclear toxicity,???,Crowned Leafnose Snake
Lytorhynchus,gasperetti,rear-fanged,unclear toxicity,???,Leviton's Leafnose Snake
Lytorhynchus,kennedyi,rear-fanged,unclear toxicity,???,Kennedy's Leafnose Snake
Lytorhynchus,levitoni,rear-fanged,unclear toxicity,???,Leviton's leaf nose snake
Lytorhynchus,maynardi,rear-fanged,unclear toxicity,???,Maynard's Longnose Sand Snake
Lytorhynchus,paradoxus,rear-fanged,unclear toxicity,???,Sind Longnose Sand Snake
Lytorhynchus,ridgewayi,rear-fanged,unclear toxicity,???,Derafshi Snake
Macroprotodon,abubakeri,rear-fanged,unclear toxicity,???,Oran False Smooth Snake
Macroprotodon,brevis,rear-fanged,unclear toxicity,???,Iberian False Smooth Snake
Macroprotodon,cucullatus,rear-fanged,venomous,harmful bite,False Smooth Snake
Macroprotodon,mauritanicus,rear-fanged,unclear toxicity,???,Algerian False Smooth Snake
Masticophis,anthonyi,rear-fanged,unclear toxicity,???,Clarion Island Whip Snake
Masticophis,aurigulus,rear-fanged,unclear toxicity,???,Baja California Striped Whip Snake
Masticophis,barbouri,rear-fanged,unclear toxicity,???,Espiritu Santo striped whip snake
Masticophis,bilineatus,rear-fanged,unclear toxicity,???,Sonoran whip snake
Masticophis,flagellum,rear-fanged,unclear toxicity,???,Coachwhip
Masticophis,lateralis,rear-fanged,unclear toxicity,???,Striped Racer
Masticophis,mentovarius,rear-fanged,unclear toxicity,???,Neotropical Whip Snake
Masticophis,schotti,rear-fanged,unclear toxicity,???,Schott's whip snake
Masticophis,slevini,rear-fanged,unclear toxicity,???,San Esteban Island whip snake
Masticophis,taeniatus,rear-fanged,unclear toxicity,???,Striped whip snake
Mastigodryas,alternatus,rear-fanged,unclear toxicity,???,Neotropical racer
Mastigodryas,amarali,rear-fanged,unclear toxicity,???,Amaral's Tropical Racer
Mastigodryas,bifossatus,rear-fanged,unclear toxicity,???,Rio Tropical Racer
Mastigodryas,boddaerti,rear-fanged,unclear toxicity,???,Boddaert's Tropical Racer
Mastigodryas,bruesi,rear-fanged,unclear toxicity,???,Barbour's Tropical Racer
Mastigodryas,cliftoni,rear-fanged,unclear toxicity,???,Clifton’s Lizard Eater
Mastigodryas,danieli,rear-fanged,unclear toxicity,???,Daniel's Tropical Racer
Mastigodryas,dorsalis,rear-fanged,unclear toxicity,???,Striped Lizard Eater
Mastigodryas,heathii,rear-fanged,unclear toxicity,???,Heath's Tropical Racer
Mastigodryas,melanolomus,rear-fanged,unclear toxicity,???,Salmon bellied racer
Mastigodryas,moratoi,rear-fanged,unclear toxicity,???,Amazon Lizard Eater
Mastigodryas,pleii,rear-fanged,unclear toxicity,???,Plee's Tropical Racer
Mastigodryas,pulchriceps,rear-fanged,unclear toxicity,???,Cope's Tropical Racer
Mastigodryas,reticulatus,rear-fanged,unclear toxicity,???,Guayaquil Lizard Eater
Meizodon,coronatus,rear-fanged,unclear toxicity,???,Western Crowned Snake
Meizodon,krameri,rear-fanged,unclear toxicity,???,Tana Delta smooth snake
Meizodon,plumbiceps,rear-fanged,unclear toxicity,???,Black headed smooth snake
Meizodon,regularis,rear-fanged,unclear toxicity,???,Eastern crowned smooth snake
Meizodon,semiornatus,rear-fanged,unclear toxicity,???,Semiornate Smooth Snake
Mopanveldophis,zebrinus,rear-fanged,unclear toxicity,???,Kunene racer
Muhtarophis,barani,rear-fanged,unclear toxicity,???,Turkish Black headed Snake
Oligodon,affinis,rear-fanged,unclear toxicity,???,Kukri Snake
Oligodon,albocinctus,rear-fanged,unclear toxicity,???,Light barred Kukri Snake
