genus,species,fangs,toxicity,rating,common name
Oxyrhopus,vanidicus,rear-fanged,unclear toxicity,???,Leticia Calico Snake
Paraphimophis,rusticus,rear-fanged,unclear toxicity,???,Culebra
Phalotris,bilineatus,rear-fanged,venomous,harmful bite,Two lined White collared Snake
Phalotris,concolor,rear-fanged,venomous,harmful bite,Plain White collared Snake
Phalotris,cuyanus,rear-fanged,venomous,harmful bite,Mendoza White collared Snake
Phalotris,labiomaculatus,rear-fanged,venomous,harmful bite,Lip spotted White collared Snake
Phalotris,lativittatus,rear-fanged,venomous,harmful bite,Broad striped White collared Snake
Phalotris,lemniscatus,rear-fanged,venomous,dangerous bite,Dumeril's Diadem Snake
Phalotris,matogrossensis,rear-fanged,venomous,harmful bite,Mato Grosso Burrowing Snake
Phalotris,mertensi,rear-fanged,venomous,harmful bite,Sao Paulo Reticulated White collared Snake
Phalotris,multipunctatus,rear-fanged,venomous,harmful bite,Many spotted White collared Snake
Phalotris,nasutus,rear-fanged,venomous,harmful bite,Snouted Collared Snake
Phalotris,nigrilatus,rear-fanged,venomous,harmful bite,Paraguayan Black sided White collared Snake
Phalotris,normanscotti,rear-fanged,venomous,harmful bite,Chaco Burrowing Snake
Phalotris,reticulatus,rear-fanged,venomous,harmful bite,Southern Reticulated White collared Snake
Phalotris,sansebastiani,rear-fanged,venomous,harmful bite,Bolivian White collared Snake
Phalotris,tricolor,rear-fanged,venomous,harmful bite,Tricolored Burrowing Snake
Philodryas,aestiva,rear-fanged,venomous,dangerous bite,Brazilian Green Racer
Philodryas,agassizii,rear-fanged,venomous,dangerous bite,Burrowing Night Snake
Philodryas,amaru,rear-fanged,venomous,dangerous bite,Amaru snake
Philodryas,argentea,rear-fanged,venomous,dangerous bite,Striped Sharpnose Snake
Philodryas,arnaldoi,rear-fanged,venomous,dangerous bite,Arnaldo's Green Racer
Philodryas,baroni,rear-fanged,venomous,dangerous bite,Baron's Green Racer
Philodryas,boliviana,rear-fanged,venomous,dangerous bite,Bolivian racer
Philodryas,chamissonis,rear-fanged,venomous,dangerous bite,Chilean Green Racer
Philodryas,cordata,rear-fanged,venomous,dangerous bite,Guaiquinima Bush Racer
Philodryas,erlandi,rear-fanged,venomous,dangerous bite,Miranda Green Racer
Philodryas,georgeboulengeri,rear-fanged,venomous,dangerous bite,Southern Sharpnose Snake
Philodryas,laticeps,rear-fanged,venomous,dangerous bite,Bolivian Green Bush Racer
Philodryas,livida,rear-fanged,venomous,dangerous bite,Blue Bush Racer
Philodryas,mattogrossensis,rear-fanged,venomous,dangerous bite,Miranda Green Racer
Philodryas,nattereri,rear-fanged,venomous,dangerous bite,Paraguay Green Racer
Philodryas,olfersii,rear-fanged,venomous,dangerous bite,Lichtenstein's Green Racer
Philodryas,patagoniensis,rear-fanged,venomous,dangerous bite,Patagonia Green Racer
Philodryas,psammophidea,rear-fanged,venomous,dangerous bite,Günther's Green Racer
Philodryas,simonsii,rear-fanged,venomous,dangerous bite,Simons' Bush Racer
Philodryas,tachymenoides,rear-fanged,venomous,dangerous bite,Schmidt's Green Racer
Philodryas,trilineata,rear-fanged,venomous,dangerous bite,Argentine Mousehole Snake
Philodryas,varia,rear-fanged,venomous,dangerous bite,Jan's Green Racer
Philodryas,viridissima,rear-fanged,venomous,dangerous bite,Common Green Racer
Phimophis,guerini,rear-fanged,unclear toxicity,???,Argentine Pampas Snake
Phimophis,guianensis,rear-fanged,unclear toxicity,???,Troschel's Pampas Snake
Phimophis,vittatus,rear-fanged,unclear toxicity,???,Banded Pampas Snake
Plesiodipsas,perijanensis,rear-fanged,unclear toxicity,???,Aleman's Snail eater
Pseudalsophis,biserialis,rear-fanged,unclear toxicity,???,Galapagos Racer
Pseudalsophis,dorsalis,rear-fanged,unclear toxicity,???,Central Galapagos Racer
Pseudalsophis,elegans,rear-fanged,unclear toxicity,???,South American Elegant Racer
Pseudalsophis,hoodensis,rear-fanged,unclear toxicity,???,Españolan Galapagos Racer
Pseudalsophis,occidentalis,rear-fanged,unclear toxicity,???,Western Galapagos racer
Pseudalsophis,slevini,rear-fanged,unclear toxicity,???,Banded Galapagos Snake
Pseudalsophis,steindachneri,rear-fanged,unclear toxicity,???,Striped Galapagos Snake
Pseudoboa,coronata,rear-fanged,unclear toxicity,???,Crowned False Boa
Pseudoboa,haasi,rear-fanged,unclear toxicity,???,Paraná False Boa
Pseudoboa,martinsi,rear-fanged,unclear toxicity,???,Pale collared Scarlet Snake
Pseudoboa,neuwiedii,rear-fanged,unclear toxicity,???,Neuwied's False Boa
Pseudoboa,nigra,rear-fanged,unclear toxicity,???,Black False Boa
Pseudoboa,serrana,rear-fanged,unclear toxicity,???,Southeastern Scarlet Snake
Pseudoeryx,plicatilis,rear-fanged,unclear toxicity,???,South American Pond Snake
Pseudoeryx,relictualis,rear-fanged,unclear toxicity,???,South American Pond Snake
Pseudoleptodeira,latifasciata,rear-fanged,unclear toxicity,???,False Cat eyed Snake
Pseudotomodon,trigonatus,rear-fanged,unclear toxicity,???,False Tomodon Snake
Psomophis,genimaculatus,rear-fanged,unclear toxicity,???,Spirit Ground Snake
Psomophis,joberti,rear-fanged,unclear toxicity,???,Brazilian Ground Snake
Psomophis,obtusus,rear-fanged,unclear toxicity,???,Wide Ground Snake
Ptychophis,flavovirgatus,rear-fanged,unclear toxicity,???,Fanged Water Snake
Rhachidelus,brazili,rear-fanged,unclear toxicity,???,Brazilian Bird Snake
Rhadinaea,bogertorum,rear-fanged,unclear toxicity,???,Oaxacan Graceful Brown Snake
Rhadinaea,calligaster,rear-fanged,unclear toxicity,???,Thick Graceful Brown Snake
Rhadinaea,cuneata,rear-fanged,unclear toxicity,???,Veracruz Graceful Brown Snake
Rhadinaea,decorata,rear-fanged,unclear toxicity,???,Adorned Graceful Brown Snake
Rhadinaea,flavilata,rear-fanged,unclear toxicity,???,Pine Woods Snake
Rhadinaea,forbesi,rear-fanged,unclear toxicity,???,Forbes' Graceful Brown Snake
Rhadinaea,fulvivittis,rear-fanged,unclear toxicity,???,Ribbon Graceful Brown Snake
Rhadinaea,gaigeae,rear-fanged,unclear toxicity,???,Gaige's Pine Forest Snake
Rhadinaea,hesperia,rear-fanged,unclear toxicity,???,Western Graceful Brown Snake
Rhadinaea,laureata,rear-fanged,unclear toxicity,???,Crowned Graceful Brown Snake
Rhadinaea,macdougalli,rear-fanged,unclear toxicity,???,MacDougall's Graceful Brown Snake
Rhadinaea,marcellae,rear-fanged,unclear toxicity,???,Marcella's Graceful Brown Snake
Rhadinaea,montana,rear-fanged,unclear toxicity,???,Nuevo Leon Graceful Brown Snake
Rhadinaea,myersi,rear-fanged,unclear toxicity,???,Myers' Graceful Brown Snake
Rhadinaea,omiltemana,rear-fanged,unclear toxicity,???,Guerreran Pine Woods Snake
Rhadinaea,pulveriventris,rear-fanged,unclear toxicity,???,Common Graceful Brown Snake
Rhadinaea,quinquelineata,rear-fanged,unclear toxicity,???,Pueblan Graceful Brown Snake
Rhadinaea,sargenti,rear-fanged,unclear toxicity,???,Sargent's Graceful Brown Snake
Rhadinaea,stadelmani,rear-fanged,unclear toxicity,???,Stadelman's Pine Woods Snake
Rhadinaea,taeniata,rear-fanged,unclear toxicity,???,Pine Oak Snake
Rhadinaea,vermiculaticeps,rear-fanged,unclear toxicity,???,Vermiculate Graceful Brown Snake
Rhadinella,anachoreta,rear-fanged,unclear toxicity,???,Reclusive Forest Snake
Rhadinella,donaji,rear-fanged,unclear toxicity,???,Donaji’s slender leaflitter snake
Rhadinella,dysmica,rear-fanged,unclear toxicity,???,Guerrero slender leaf litter snake
Rhadinella,godmani,rear-fanged,unclear toxicity,???,Godman's Graceful Brown Snake
Rhadinella,hannsteini,rear-fanged,unclear toxicity,???,Hannstein's Spot lipped Snake
Rhadinella,hempsteadae,rear-fanged,unclear toxicity,???,Hempstead's Pine Woods Snake
Rhadinella,kanalchutchan,rear-fanged,unclear toxicity,???,Kanalchutchan Dwarf Brown Snake
Rhadinella,kinkelini,rear-fanged,unclear toxicity,???,Kinkelin Graceful Brown Snake
Rhadinella,lachrymans,rear-fanged,unclear toxicity,???,Tearful Pine Oak Snake
Rhadinella,lisyae,rear-fanged,unclear toxicity,???,Lisy's snake
Rhadinella,montecristi,rear-fanged,unclear toxicity,???,Monte Cristi Graceful Brown Snake
Rhadinella,pegosalyta,rear-fanged,unclear toxicity,???,Solid striped Dwarf Brown Snake
Rhadinella,pilonaorum,rear-fanged,unclear toxicity,???,Stuart's Graceful Brown Snake
Rhadinella,posadasi,rear-fanged,unclear toxicity,???,Posada's Graceful Brown Snake
Rhadinella,rogerromani,rear-fanged,unclear toxicity,???,Saslaya Mountains Dwarf Brown Snake
Rhadinella,schistosa,rear-fanged,unclear toxicity,???,Brokencollar Graceful Brown Snake
Rhadinella,serperaster,rear-fanged,unclear toxicity,???,Striped Litter Snake
Rhadinella,tolpanorum,rear-fanged,unclear toxicity,???,Atlántida Dwarf Brown Snake
Rhadinophanes,monticola,rear-fanged,unclear toxicity,???,Graceful Mountain Snake
Rodriguesophis,chui,rear-fanged,unclear toxicity,???,Santo Inácio Sharp nosed Snake
Rodriguesophis,iglesiasi,rear-fanged,unclear toxicity,???,Gomes' Pampas Snake
Rodriguesophis,scriptorcibatus,rear-fanged,unclear toxicity,???,Ibiraba Sharp nosed Snake
Saphenophis,antioquiensis,rear-fanged,unclear toxicity,???,Dunn's Saphenophis Snake
Saphenophis,atahuallpae,rear-fanged,unclear toxicity,???,Atahuallpa Saphenophis Snake
Saphenophis,boursieri,rear-fanged,unclear toxicity,???,Quito Smooth Ground Snake
Saphenophis,sneiderni,rear-fanged,unclear toxicity,???,Saphenophis Snake
Saphenophis,tristriatus,rear-fanged,unclear toxicity,???,Three striped Smooth Ground Snake
Sibon,annulatus,rear-fanged,unclear toxicity,???,Ringed Snail Sucker
Sibon,anthracops,rear-fanged,unclear toxicity,???,Cope's Snail Sucker
Sibon,argus,rear-fanged,unclear toxicity,???,Argus Snail Sucker
Sibon,carri,rear-fanged,unclear toxicity,???,Carr's Snail Sucker
Sibon,dimidiatus,rear-fanged,unclear toxicity,???,Slender Snail Sucker
Sibon,dunni,rear-fanged,unclear toxicity,???,Dunn's Snail Sucker
Sibon,lamari,rear-fanged,unclear toxicity,???,Costa Rican Snail Eater
Sibon,linearis,rear-fanged,unclear toxicity,???,Lined Snail Eater
Sibon,longifrenis,rear-fanged,unclear toxicity,???,Stejneger's Snail Sucker
Sibon,manzanaresi,rear-fanged,unclear toxicity,???,Northeast Honduran Snail Eater
Sibon,merendonensis,rear-fanged,unclear toxicity,???,Merendón Mountains Snail Eater
Sibon,miskitus,rear-fanged,unclear toxicity,???,Mosquitia Snail Eater
Sibon,nebulatus,rear-fanged,unclear toxicity,???,Cloudy Snail eating Snake
Sibon,noalamina,rear-fanged,unclear toxicity,???,West Panamanian Snail Eater
Sibon,perissostichon,rear-fanged,unclear toxicity,???,Fine scaled Snail Eater
Sibon,sanniolus,rear-fanged,unclear toxicity,???,Pigmy Snail Sucker
Sibynomorphus,lavillai,rear-fanged,unclear toxicity,???,Argentine Slug Eater
Sibynomorphus,mikanii,rear-fanged,unclear toxicity,???,Brazilian White collared Slug Eater
Sibynomorphus,neuwiedi,rear-fanged,unclear toxicity,???,Neuwied's Tree Snake
Sibynomorphus,oligozonatus,rear-fanged,unclear toxicity,???,Azuay Slug Eater
Sibynomorphus,oneilli,rear-fanged,unclear toxicity,???,O'Neill's Tree Snake
Sibynomorphus,petersi,rear-fanged,unclear toxicity,???,Zhila Slug Eater
Sibynomorphus,turgidus,rear-fanged,unclear toxicity,???,Bolivian Tree Snake
Sibynomorphus,vagrans,rear-fanged,unclear toxicity,???,Dunn's Tree Snake
Sibynomorphus,vagus,rear-fanged,unclear toxicity,???,Jan's Tree Snake
Sibynomorphus,ventrimaculatus,rear-fanged,unclear toxicity,???,Boulenger's Tree Snake
Sibynomorphus,williamsi,rear-fanged,unclear toxicity,???,Williams' Tree Snake
Siphlophis,ayauma,rear-fanged,unclear toxicity,???,Devil’s Head Spotted Night Snake
Siphlophis,cervinus,rear-fanged,unclear toxicity,???,Panama Spotted Night Snake
Siphlophis,compressus,rear-fanged,unclear toxicity,???,Tropical Flat Snake
Siphlophis,leucocephalus,rear-fanged,unclear toxicity,???,Common Spotted Night Snake
Siphlophis,longicaudatus,rear-fanged,unclear toxicity,???,Brazilian Spotted Night Snake
Siphlophis,pulcher,rear-fanged,unclear toxicity,???,Guanabara Spotted Night Snake
Siphlophis,worontzowi,rear-fanged,unclear toxicity,???,Worontzow's Spotted Night Snake
Sordellina,punctata,rear-fanged,unclear toxicity,???,Dotted Brown Snake
Synophis,bicolor,rear-fanged,unclear toxicity,???,Two colored Fishing Snake
Synophis,bogerti,rear-fanged,unclear toxicity,???,Bogert's fishing snake
Synophis,calamitus,rear-fanged,unclear toxicity,???,Ecuadorian Fishing Snake
Synophis,insulomontanus,rear-fanged,unclear toxicity,???,Mountain Shadow Snake
Synophis,lasallei,rear-fanged,unclear toxicity,???,Lasalle's Fishing Snake
Synophis,niceforomariae,rear-fanged,unclear toxicity,???,Nicéforo María's Shadow Snake
Synophis,plectovertebralis,rear-fanged,unclear toxicity,???,Cauca Fishing Snake
Synophis,zaheri,rear-fanged,unclear toxicity,???,Zaher's Shadow Snake
Synophis,zamora,rear-fanged,unclear toxicity,???,Zamoran Shadow Snake
Tachymenis,affinis,rear-fanged,venomous,dangerous bite,Boulenger's Slender Snake
Tachymenis,attenuata,rear-fanged,venomous,dangerous bite,Walker's Slender Snake
Tachymenis,chilensis,rear-fanged,venomous,dangerous bite,Chilean Slender Snake
Tachymenis,elongata,rear-fanged,venomous,dangerous bite,Depax's Slender Snake
Tachymenis,peruviana,rear-fanged,venomous,dangerous bite,Peru Slender Snake
Tachymenis,tarmensis,rear-fanged,venomous,dangerous bite,Slender Snake
Taeniophallus,affinis,rear-fanged,unclear toxicity,???,Atlantic Forest Leaf litter Snake
Taeniophallus,bilineatus,rear-fanged,unclear toxicity,???,Two striped Leaf litter Snake
Taeniophallus,brevirostris,rear-fanged,unclear toxicity,???,Short Nosed Groundsnake
Taeniophallus,nebularis,rear-fanged,unclear toxicity,???,Venezuelan Leaf litter Snake
Taeniophallus,nicagus,rear-fanged,unclear toxicity,???,Northern Leaf litter Snake
Taeniophallus,occipitalis,rear-fanged,unclear toxicity,???,Bahia Leaf litter Snake
Taeniophallus,persimilis,rear-fanged,unclear toxicity,???,Rio de Janeiro Leaf litter Snake
Taeniophallus,poecilopogon,rear-fanged,unclear toxicity,???,Uruguayan Leaf litter Snake
Taeniophallus,quadriocellatus,rear-fanged,unclear toxicity,???,Four spotted Leaf litter Snake
Tantalophis,discolor,rear-fanged,unclear toxicity,???,Oaxacan Cat eyed Snake
Thamnodynastes,almae,rear-fanged,unclear toxicity,???,Jararaca Mock Viper
Thamnodynastes,ceibae,rear-fanged,unclear toxicity,???,La Ceiba Mock Viper
Thamnodynastes,chaquensis,rear-fanged,unclear toxicity,???,Chaco Mock Viper
Thamnodynastes,chimanta,rear-fanged,unclear toxicity,???,Roze's Coastal House Snake
Thamnodynastes,corocoroensis,rear-fanged,unclear toxicity,???,Corocoro Mock Viper
Thamnodynastes,dixoni,rear-fanged,unclear toxicity,???,Apure Mock Viper
Thamnodynastes,duida,rear-fanged,unclear toxicity,???,Cerro Duida Mock Viper
Thamnodynastes,gambotensis,rear-fanged,unclear toxicity,???,Gambote Mock Viper
Thamnodynastes,hypoconia,rear-fanged,unclear toxicity,???,Argentine Mock Viper
Thamnodynastes,lanei,rear-fanged,unclear toxicity,???,Pantanal Mock Viper
Thamnodynastes,longicaudus,rear-fanged,unclear toxicity,???,Long tailed Mock Viper
Thamnodynastes,marahuaquensis,rear-fanged,unclear toxicity,???,Marahuaca Mock Viper
Thamnodynastes,pallidus,rear-fanged,unclear toxicity,???,Amazon Coastal House Snake
Thamnodynastes,paraguanae,rear-fanged,unclear toxicity,???,Paraguana Mock Viper
Thamnodynastes,phoenix,rear-fanged,unclear toxicity,???,Phoenix mock viper
Thamnodynastes,ramonriveroi,rear-fanged,unclear toxicity,???,Turimiquire Mock Viper
Thamnodynastes,rutilus,rear-fanged,unclear toxicity,???,Prado's Coastal House Snake
Thamnodynastes,sertanejo,rear-fanged,unclear toxicity,???,Sertao Mock Viper
Thamnodynastes,strigatus,rear-fanged,venomous,unclear dangerousness,Coastal House Snake
Thamnodynastes,yavi,rear-fanged,unclear toxicity,???,Cerro Yaví Mock Viper
Tomodon,dorsatus,rear-fanged,unclear toxicity,???,Pampas Snake
Tomodon,ocellatus,rear-fanged,venomous,unclear dangerousness,Ocellated Pampas Snake
Tomodon,orestes,rear-fanged,venomous,unclear dangerousness,Bolivian Pampas Snake
Tretanorhinus,mocquardi,rear-fanged,unclear toxicity,???,Mocquard's Swamp Snake
Tretanorhinus,nigroluteus,rear-fanged,unclear toxicity,???,Orangebelly Swamp Snake
Tretanorhinus,taeniatus,rear-fanged,unclear toxicity,???,Striped Swamp Snake
Tretanorhinus,variabilis,rear-fanged,unclear toxicity,???,Caribbean Water Snake
Trimetopon,barbouri,rear-fanged,unclear toxicity,???,Barbour's Tropical Ground Snake
Trimetopon,gracile,rear-fanged,unclear toxicity,???,Günther's Tropical Ground Snake
Trimetopon,pliolepis,rear-fanged,unclear toxicity,???,Cope's Tropical Ground Snake
Trimetopon,simile,rear-fanged,unclear toxicity,???,Dunn's Tropical Ground Snake
Trimetopon,slevini,rear-fanged,unclear toxicity,???,Slevin's Tropical Ground Snake
Trimetopon,viquezi,rear-fanged,unclear toxicity,???,Viquez's Tropical Ground Snake
Tropidodipsas,annulifera,rear-fanged,unclear toxicity,???,Western Snail Eating Snake
Tropidodipsas,fasciata,rear-fanged,unclear toxicity,???,Banded Snail Sucker
Tropidodipsas,fischeri,rear-fanged,unclear toxicity,???,Fischer’s Snail Eating Snake
Tropidodipsas,philippii,rear-fanged,unclear toxicity,???,Philippi’s Snail Eating Snake
Tropidodipsas,repleta,rear-fanged,unclear toxicity,???,Sonora snail eater
Tropidodipsas,sartorii,rear-fanged,unclear toxicity,???,Terrestrial Snail Sucker
Tropidodipsas,zweifeli,rear-fanged,unclear toxicity,???,Zweifel’s Snail Eating Snake
Tropidodryas,serra,rear-fanged,unclear toxicity,???,Serra Snake
Tropidodryas,striaticeps,rear-fanged,unclear toxicity,???,Jiboinha
Uromacer,catesbyi,rear-fanged,venomous,unclear dangerousness,Catesby's Pointed Snake
Uromacer,frenatus,rear-fanged,venomous,unclear dangerousness,Island Pointed Snake
Uromacer,oxyrhynchus,rear-fanged,venomous,unclear dangerousness,Pointed Snake
Uromacerina,ricardinii,rear-fanged,unclear toxicity,???,Sao Paulo Sharp Snake
Urotheca,decipiens,rear-fanged,unclear toxicity,???,Pale Ground Snake
Urotheca,dumerilli,rear-fanged,unclear toxicity,???,Dumeril's boxtail snake
Urotheca,fulviceps,rear-fanged,unclear toxicity,???,Tawny headed Glass tailed Snake
Urotheca,guentheri,rear-fanged,unclear toxicity,???,Orange bellied Litter Snake
Urotheca,lateristriga,rear-fanged,unclear toxicity,???,Culebra de labios manchados
Urotheca,multilineata,rear-fanged,unclear toxicity,???,Many striped Glass tailed Snake
Urotheca,myersi,rear-fanged,unclear toxicity,???,Costa Rican Glass tailed Snake
Urotheca,pachyura,rear-fanged,unclear toxicity,???,Thick tailed Glass tailed Snake
Xenodon,dorbignyi,rear-fanged,venomous,harmful bite,South American Hognose Snake
Xenodon,guentheri,rear-fanged,venomous,harmful bite,Günther's False Fer de lance
Xenodon,histricus,rear-fanged,venomous,harmful bite,Jan's Hognose Snake
Xenodon,matogrossensis,rear-fanged,venomous,harmful bite,Matto Grosso False Fer de Lance
Xenodon,merremii,rear-fanged,venomous,harmful bite,Giant Mock Lancehead
Xenodon,nattereri,rear-fanged,venomous,harmful bite,Natterer's False Fer de Lance
Xenodon,neuwiedii,rear-fanged,venomous,harmful bite,Neuwied's False Fer de lance
Xenodon,pulcher,rear-fanged,venomous,harmful bite,Falsche Korallenschlange
Xenodon,rabdocephalus,rear-fanged,venomous,harmful bite,False Fer de lance
Xenodon,semicinctus,rear-fanged,venomous,harmful bite,Ringed Hognose Snake
Xenodon,severus,rear-fanged,venomous,unclear dangerousness,Amazon False Fer de lance
Xenodon,werneri,rear-fanged,venomous,unclear dangerousness,Guianan Green Snake
Xenopholis,scalaris,rear-fanged,unclear toxicity,???,Wucherer's Ground Snake
Xenopholis,undulatus,rear-fanged,unclear toxicity,???,Jensen's Ground Snake
Xenopholis,werdingorum,rear-fanged,unclear toxicity,???,Bolivian Flat headed Snake
Acanthophis,antarcticus,front-fanged,venomous,very dangerous bite,Common Death Adder
Acanthophis,cryptamydros,front-fanged,venomous,very dangerous bite,Kimberley death adder
Acanthophis,hawkei,front-fanged,venomous,very dangerous bite,Plains Death Adder
Acanthophis,laevis,front-fanged,venomous,very dangerous bite,New Guinea death adder
Acanthophis,praelongus,front-fanged,venomous,very dangerous bite,Northern death adder
Acanthophis,pyrrhus,front-fanged,venomous,very dangerous bite,Desert Death Adder
Acanthophis,rugosus,front-fanged,venomous,very dangerous bite,Rough scaled Death Adder
Acanthophis,wellsi,front-fanged,venomous,very dangerous bite,Pilbara death adder
Aipysurus,apraefrontalis,front-fanged,venomous,very dangerous bite,Short nosed Sea Snake
Aipysurus,duboisii,front-fanged,venomous,very dangerous bite,Dubois' sea snake
Aipysurus,eydouxii,front-fanged,venomous,harmful bite,Spine tailed sea snake
Aipysurus,foliosquama,front-fanged,venomous,very dangerous bite,Leaf scaled sea snake
Aipysurus,fuscus,front-fanged,venomous,very dangerous bite,Timor reef snake
Aipysurus,laevis,front-fanged,venomous,very dangerous bite,Olive brown sea snake
Aipysurus,mosaicus,front-fanged,venomous,very dangerous bite,Mosaic Sea Snake
Aipysurus,pooleorum,front-fanged,venomous,very dangerous bite,Shark Bay Sea Snake
Aipysurus,tenuis,front-fanged,venomous,very dangerous bite,Arafura Sea Snake
Antaioserpens,albiceps,front-fanged,venomous,unclear dangerousness,Northeastern plain nosed burrowing snake
Antaioserpens,warro,front-fanged,venomous,unclear dangerousness,North eastern Plain nosed Burrowing Snake
Aspidomorphus,lineaticollis,front-fanged,venomous,harmful bite,Striped crown snake
Aspidomorphus,muelleri,front-fanged,venomous,harmful bite,Müller’s crown snake
Aspidomorphus,schlegelii,front-fanged,venomous,harmful bite,Schlegel’s crown snake
Austrelaps,labialis,front-fanged,venomous,dangerous bite,Pygmy Copperhead
Austrelaps,ramsayi,front-fanged,venomous,very dangerous bite,Highlands copperhead
Austrelaps,superbus,front-fanged,venomous,very dangerous bite,Lowland copperhead
Brachyurophis,approximans,front-fanged,venomous,harmful bite,North western Shovel nosed Snake
Brachyurophis,australis,front-fanged,venomous,unclear dangerousness,Australian Coral Snake
Brachyurophis,campbelli,front-fanged,venomous,unclear dangerousness,Campbell's Shovel nosed Snake
Brachyurophis,fasciolatus,front-fanged,venomous,unclear dangerousness,Narrow banded shovel nosed snake
Brachyurophis,incinctus,front-fanged,venomous,unclear dangerousness,Unbanded Shovel nosed Snake
Brachyurophis,morrisi,front-fanged,venomous,unclear dangerousness,Arnhem shovel nosed snake
Brachyurophis,roperi,front-fanged,venomous,unclear dangerousness,Northern Shovel nosed Snake
Brachyurophis,semifasciatus,front-fanged,venomous,unclear dangerousness,Southern shovel nosed snake
Cacophis,churchilli,front-fanged,venomous,harmful bite,Northern dwarf crowned snake
Cacophis,harriettae,front-fanged,venomous,harmful bite,White crowned snake
Cacophis,krefftii,front-fanged,venomous,harmful bite,Dwarf crowned snake
Cacophis,squamulosus,front-fanged,venomous,harmful bite,Golden crowned snake
Cryptophis,boschmai,front-fanged,venomous,very dangerous bite,Carpentaria whip snake
Cryptophis,incredibilis,front-fanged,venomous,very dangerous bite,Pink snake
Cryptophis,nigrescens,front-fanged,venomous,very dangerous bite,Small eyed snake
Cryptophis,nigrostriatus,front-fanged,venomous,very dangerous bite,Black striped snake
Cryptophis,pallidiceps,front-fanged,venomous,very dangerous bite,Northern Small eyed Snake
Demansia,angusticeps,front-fanged,venomous,dangerous bite,Narrow headed whip snake
Demansia,calodera,front-fanged,venomous,dangerous bite,Black necked whip snake
Demansia,flagellatio,front-fanged,venomous,dangerous bite,Carpentarian whip snake
Demansia,olivacea,front-fanged,venomous,dangerous bite,Olive whip snake
Demansia,papuensis,front-fanged,venomous,dangerous bite,Papuan whip snake
Demansia,psammophis,front-fanged,venomous,dangerous bite,Yellow faced whip snake
Demansia,quaesitor,front-fanged,venomous,dangerous bite,Sombre whip snake
Demansia,reticulata,front-fanged,venomous,dangerous bite,Yellow faced whip snake
Demansia,rimicola,front-fanged,venomous,dangerous bite,Crack dwelling whip snake
Demansia,rufescens,front-fanged,venomous,dangerous bite,Rufous whip snake
Demansia,shinei,front-fanged,venomous,dangerous bite,Shine's whip snake
Demansia,simplex,front-fanged,venomous,dangerous bite,Grey whip snake
Demansia,torquata,front-fanged,venomous,dangerous bite,Collared whip snake
Demansia,vestigiata,front-fanged,venomous,dangerous bite,Lesser black whip snake
Denisonia,devisi,front-fanged,venomous,dangerous bite,Mud adder
Denisonia,maculata,front-fanged,venomous,dangerous bite,Ornamental snake
Drysdalia,coronoides,front-fanged,venomous,harmful bite,White lipped snake
Drysdalia,mastersii,front-fanged,venomous,harmful bite,Master's snake
Drysdalia,rhodogaster,front-fanged,venomous,harmful bite,Mustard bellied snake
Echiopsis,curta,front-fanged,venomous,harmful bite,Bardick
Elapognathus,coronatus,front-fanged,venomous,unclear dangerousness,Crowned snake
Elapognathus,minor,front-fanged,venomous,dangerous bite,Short nosed snake
Emydocephalus,annulatus,front-fanged,venomous,harmful bite,Annulated Turtle headed Sea Snake
Emydocephalus,ijimae,front-fanged,venomous,harmful bite,Japanese Turtle headed Sea Snake
Emydocephalus,szczerbaki,front-fanged,venomous,harmful bite,Vietnamese Turtle headed Sea Snake
Ephalophis,greyae,front-fanged,venomous,very dangerous bite,Broome Thick tailed Sea Snake
Furina,barnardi,front-fanged,venomous,dangerous bite,Yellow naped snake
Furina,diadema,front-fanged,venomous,dangerous bite,Red naped snake
Furina,dunmalli,front-fanged,venomous,dangerous bite,Dunmall's snake
Furina,ornata,front-fanged,venomous,dangerous bite,Orange naped snake
Furina,tristis,front-fanged,venomous,dangerous bite,Brown headed snake
Hemiaspis,damelii,front-fanged,venomous,dangerous bite,Grey snake
Hemiaspis,signata,front-fanged,venomous,dangerous bite,Black bellied swamp snake
Hoplocephalus,bitorquatus,front-fanged,venomous,dangerous bite,Pale headed snake
Hoplocephalus,bungaroides,front-fanged,venomous,dangerous bite,Broad headed snake
Hoplocephalus,stephensii,front-fanged,venomous,dangerous bite,Stephen's Banded Snake
Hydrelaps,darwiniensis,front-fanged,venomous,very dangerous bite,Port Darwin Smooth Sea Snake
Hydrophis,atriceps,front-fanged,venomous,very dangerous bite,Black headed Banded Sea Snake
Hydrophis,belcheri,front-fanged,venomous,very dangerous bite,Belcher's sea snake
Hydrophis,bituberculatus,front-fanged,venomous,very dangerous bite,Peters' sea snake
Hydrophis,brookii,front-fanged,venomous,very dangerous bite,Brook's Small headed Sea Snake
Hydrophis,caerulescens,front-fanged,venomous,very dangerous bite,Dwarf sea snake
Hydrophis,cantoris,front-fanged,venomous,very dangerous bite,Günther's sea snake
Hydrophis,coggeri,front-fanged,venomous,very dangerous bite,Slender necked Sea snake
Hydrophis,curtus,front-fanged,venomous,very dangerous bite,Short Sea Snake
Hydrophis,cyanocinctus,front-fanged,venomous,very dangerous bite,Annulated sea snake
Hydrophis,czeblukovi,front-fanged,venomous,very dangerous bite,Fine spined sea snake
Hydrophis,donaldi,front-fanged,venomous,very dangerous bite,Rough scaled sea snake
